73, 3.650000e+00, 3.482724e+00, -1.442377e+00, -2.897314e-01
74, 3.700000e+00, 3.516778e+00, -1.430440e+00, -3.173504e-01
75, 3.750000e+00, 3.550977e+00, -1.417366e+00, -3.447171e-01
76, 3.800000e+00, 3.585338e+00, -1.403150e+00, -3.718061e-01
77, 3.850000e+00, 3.619873e+00, -1.387788e+00, -3.985912e-01
78, 3.900000e+00, 3.654600e+00, -1.371272e+00, -4.250451e-01
79, 3.950000e+00, 3.689534e+00, -1.353599e+00, -4.511398e-01
80, 4.000000e+00, 3.724693e+00, -1.334760e+00, -4.768461e-01
81, 4.050000e+00, 3.760093e+00, -1.314749e+00, -5.021336e-01
82, 4.100000e+00, 3.795753e+00, -1.293559e+00, -5.269707e-01
83, 4.150000e+00, 3.831693e+00, -1.271182e+00, -5.513243e-01
84, 4.200000e+00, 3.867932e+00, -1.247611e+00, -5.751595e-01
85, 4.250000e+00, 3.904490e+00, -1.222837e+00, -5.984400e-01
86, 4.300000e+00, 3.941392e+00, -1.196851e+00, -6.211275e-01
87, 4.350000e+00, 3.978659e+00, -1.169644e+00, -6.431814e-01
88, 4.400000e+00, 4.016317e+00, -1.141209e+00, -6.645590e-01
89, 4.450000e+00, 4.054391e+00, -1.111534e+00, -6.852150e-01
90, 4.500000e+00, 4.092910e+00, -1.080611e+00, -7.051013e-01
91, 4.550000e+00, 4.131902e+00, -1.048431e+00, -7.241668e-01
92, 4.600000e+00, 4.171400e+00, -1.014984e+00, -7.423568e-01
93, 4.650000e+00, 4.211437e+00, -9.802607e-01, -7.596132e-01
94, 4.700000e+00, 4.252049e+00, -9.442525e-01, -7.758735e-01
95, 4.750000e+00, 4.293275e+00, -9.069512e-01, -7.910708e-01
96, 4.800000e+00, 4.335156e+00, -8.683492e-01, -8.051330e-01
97, 4.850000e+00, 4.377738e+00, -8.284399e-01, -8.179825e-01
98, 4.900000e+00, 4.421067e+00, -7.872183e-01, -8.295355e-01
99, 4.950000e+00, 4.465198e+00, -7.446811e-01, -8.397014e-01
100, 5.000000e+00, 4.510187e+00, -7.008273e-01, -8.483816e-01
101, 5.050000e+00, 4.556095e+00, -6.556589e-01, -8.554693e-01
102, 5.100000e+00, 4.602989e+00, -6.091818e-01, -8.608481e-01
103, 5.150000e+00, 4.650944e+00, -5.614067e-01, -8.643911e-01
104, 5.200000e+00, 4.700038e+00, -5.123505e-01, -8.659594e-01
105, 5.250000e+00, 4.750360e+00, -4.620377e-01, -8.654011e-01
106, 5.300000e+00, 4.802006e+00, -4.105024e-01, -8.625501e-01
107, 5.350000e+00, 4.855082e+00, -3.577911e-01, -8.572237e-01
108, 5.400000e+00, 4.909702e+00, -3.039653e-01, -8.492219e-01
109, 5.450000e+00, 4.965993e+00, -2.491059e-01, -8.383252e-01
110, 5.500000e+00, 5.024094e+00, -1.933181e-01, -8.242934e-01
111, 5.550000e+00, 5.084157e+00, -1.367371e-01, -8.068643e-01
112, 5.600000e+00, 5.146345e+00, -7.953629e-02, -7.857530e-01
113, 5.650000e+00, 5.210837e+00, -2.193678e-02, -7.606521e-01
114, 5.700000e+00, 5.277822e+00, 3.578110e-02, -7.312345e-01
115, 5.750000e+00, 5.347496e+00, 9.326355e-02, -6.971576e-01
116, 5.800000e+00, 5.420062e+00, 1.500670e-01, -6.580727e-01
117, 5.850000e+00, 5.495715e+00, 2.056398e-01, -6.136403e-01
118, 5.900000e+00, 5.574632e+00, 2.593041e-01, -5.635539e-01
119, 5.950000e+00, 5.656951e+00, 3.102404e-01, -5.075755e-01
120, 6.000000e+00, 5.742742e+00, 3.574806e-01, -4.455842e-01
121, 6.050000e+00, 5.831970e+00, 3.999180e-01, -3.776383e-01
122, 6.100000e+00, 5.924459e+00, 4.363448e-01, -3.040458e-01
123, 6.150000e+00, 6.019848e+00, 4.655266e-01, -2.254303e-01
124, 6.200000e+00, 6.117571e+00, 4.863172e-01, -1.427717e-01
125, 6.250000e+00, 6.216863e+00, 4.978015e-01, -5.739444e-02
126, 6.300000e+00, 6.316808e+00, 4.994348e-01, 2.911293e-02
