1.000000e+01, 5.067473e-01
1.800000e+01, 4.616220e-01
2.500000e+01, 4.411986e-01
3.100000e+01, 4.451695e-01
3.600000e+01, 4.583905e-01
4.000000e+01, 4.406072e-01
4.300000e+01, 4.497592e-01
4.500000e+01, 4.330228e-01
4.600000e+01, 4.376525e-01
1.000000e+00, 1.797566e-01
1.800000e+00, 3.648247e-01
2.500000e+00, 5.064524e-01
3.100000e+00, 5.874922e-01
3.600000e+00, 6.190278e-01
4.000000e+00, 6.209107e-01
4.300000e+00, 6.103715e-01
4.500000e+00, 5.986079e-01
4.600000e+00, 5.915348e-01
1.000000e-01, 1.270661e-02
1.800000e-01, 2.388160e-02
2.500000e-01, 3.436484e-02
3.100000e-01, 4.385316e-02
3.600000e-01, 5.210097e-02
4.000000e-01, 5.891457e-02
4.300000e-01, 6.414663e-02
4.500000e-01, 6.769132e-02
4.600000e-01, 6.948038e-02
1.000000e-02, 1.205867e-03
1.800000e-02, 2.181051e-03
2.500000e-02, 3.041960e-03
3.100000e-02, 3.785527e-03
3.600000e-02, 4.409137e-03
4.000000e-02, 4.910618e-03
4.300000e-02, 5.288239e-03
4.500000e-02, 5.540704e-03
4.600000e-02, 5.667152e-03
1.000000e-03, 1.199295e-04
1.800000e-03, 2.159784e-04
2.500000e-03, 3.000979e-04
3.100000e-03, 3.722573e-04
3.600000e-03, 4.324303e-04
4.000000e-03, 4.805950e-04
4.300000e-03, 5.167339e-04
4.500000e-03, 5.408337e-04
4.600000e-03, 5.528859e-04
1.000000e-04, 1.198637e-05
1.800000e-04, 2.157653e-05
2.500000e-04, 2.996867e-05
3.100000e-04, 3.716251e-05
3.600000e-04, 4.315778e-05
4.000000e-04, 4.795426e-05
4.300000e-04, 5.155177e-05
4.500000e-04, 5.395018e-05
4.600000e-04, 5.514941e-05
1.000000e-05, 1.198594e-06
1.800000e-05, 2.157432e-06
2.500000e-05, 2.996480e-06
3.100000e-05, 3.715634e-06
3.600000e-05, 4.314916e-06
4.000000e-05, 4.794384e-06
4.300000e-05, 5.153962e-06
4.500000e-05, 5.393678e-06
4.600000e-05, 5.513558e-06
1.000000e-06, 1.203454e-07
1.800000e-06, 2.160713e-07
2.500000e-06, 3.001127e-07
3.100000e-06, 3.719005e-07
3.600000e-06, 4.317013e-07
4.000000e-06, 4.796136e-07
4.300000e-06, 5.156881e-07
4.500000e-06, 5.395657e-07
4.600000e-06, 5.513051e-07
1.000000e-07, 1.376403e-08
1.800000e-07, 1.968522e-08
2.500000e-07, 3.152760e-08
3.100000e-07, 4.069589e-08
3.600000e-07, 4.435684e-08
4.000000e-07, 4.929116e-08
4.300000e-07, 5.135670e-08
4.500000e-07, 5.521235e-08
4.600000e-07, 5.701445e-08
1.000000e-08, 3.952668e-08
1.800000e-08, 3.942251e-08
2.500000e-08, 3.152760e-08
3.100000e-08, 5.145578e-09
3.600000e-08, 3.942251e-08
4.000000e-08, 4.882243e-09
4.300000e-08, 3.483245e-08
4.500000e-08, 5.208145e-11
4.600000e-08, 2.225965e-08
1.000000e-09, 1.026287e-06
1.800000e-09, 6.315415e-07
2.500000e-09, 3.952668e-08
3.100000e-09, 2.813636e-07
3.600000e-09, 1.381090e-07
4.000000e-09, 1.381090e-07
4.300000e-09, 2.413856e-07
4.500000e-09, 3.942251e-08
4.600000e-09, 5.497326e-08
1.000000e-10, 1.346079e-05
1.800000e-10, 1.618406e-06
2.500000e-10, 7.500694e-07
3.100000e-10, 2.916547e-07
3.600000e-10, 1.618406e-06
4.000000e-10, 1.381090e-07
4.300000e-10, 2.413856e-07
4.500000e-10, 1.618406e-06
4.600000e-10, 3.311913e-07
1.000000e-11, 1.200422e-04
1.800000e-11, 2.135570e-05
2.500000e-11, 4.898792e-05
3.100000e-11, 5.438529e-06
3.600000e-11, 2.135570e-05
4.000000e-11, 3.122435e-05
4.300000e-11, 3.889677e-06
4.500000e-11, 1.618406e-06
4.600000e-11, 4.192837e-06
1.000000e-12, 1.200422e-04
1.800000e-12, 3.174152e-04
2.500000e-12, 1.200422e-04
3.100000e-12, 3.492495e-04
3.600000e-12, 3.174152e-04
4.000000e-12, 1.200422e-04
4.300000e-12, 2.026634e-04
4.500000e-12, 1.200422e-04
4.600000e-12, 2.745080e-04
1.000000e-13, 7.225470e-03
1.800000e-13, 1.304280e-03
2.500000e-13, 1.200422e-04
3.100000e-13, 3.492495e-04
3.600000e-13, 1.304280e-03
4.000000e-13, 2.784577e-03
4.300000e-13, 6.157697e-04
4.500000e-13, 6.694497e-04
4.600000e-13, 2.591495e-03
1.000000e-14, 2.830167e-02
1.800000e-14, 3.091023e-02
2.500000e-14, 7.225470e-03
3.100000e-14, 1.180962e-02
3.600000e-14, 3.091023e-02
4.000000e-14, 1.610725e-02
4.300000e-14, 1.714002e-02
4.500000e-14, 8.564369e-03
4.600000e-14, 1.803808e-02
1.000000e-15, 1.215148e+00
1.800000e-15, 4.256562e-01
2.500000e-15, 1.493340e-01
3.100000e-15, 1.180962e-02
3.600000e-15, 6.777626e-02
4.000000e-15, 3.269697e-01
4.300000e-15, 2.650038e-01
4.500000e-15, 2.282832e-01
4.600000e-15, 2.111203e-01
