   10  1.00000E-01  9.95004E-01  9.98334E-02
   20  2.00000E-01  9.80067E-01  1.98669E-01
   30  3.00000E-01  9.55336E-01  2.95520E-01
   40  4.00000E-01  9.21061E-01  3.89418E-01
   50  5.00000E-01  8.77583E-01  4.79426E-01
   60  6.00000E-01  8.25336E-01  5.64642E-01
   70  7.00000E-01  7.64842E-01  6.44218E-01
   80  8.00000E-01  6.96707E-01  7.17356E-01
   90  9.00000E-01  6.21610E-01  7.83327E-01
  100  1.00000E+00  5.40302E-01  8.41471E-01
  110  1.10000E+00  4.53596E-01  8.91207E-01
  120  1.20000E+00  3.62358E-01  9.32039E-01
  130  1.30000E+00  2.67499E-01  9.63558E-01
  140  1.40000E+00  1.69967E-01  9.85450E-01
  150  1.50000E+00  7.07372E-02  9.97495E-01
  160  1.60000E+00 -2.91995E-02  9.99574E-01
  170  1.70000E+00 -1.28844E-01  9.91665E-01
  180  1.80000E+00 -2.27202E-01  9.73848E-01
  190  1.90000E+00 -3.23290E-01  9.46300E-01
  200  2.00000E+00 -4.16147E-01  9.09297E-01
  210  2.10000E+00 -5.04846E-01  8.63209E-01
  220  2.20000E+00 -5.88501E-01  8.08496E-01
  230  2.30000E+00 -6.66276E-01  7.45705E-01
  240  2.40000E+00 -7.37394E-01  6.75463E-01
  250  2.50000E+00 -8.01144E-01  5.98472E-01
  260  2.60000E+00 -8.56889E-01  5.15501E-01
  270  2.70000E+00 -9.04072E-01  4.27380E-01
  280  2.80000E+00 -9.42222E-01  3.34988E-01
  290  2.90000E+00 -9.70958E-01  2.39249E-01
  300  3.00000E+00 -9.89992E-01  1.41120E-01
  310  3.10000E+00 -9.99135E-01  4.15807E-02
  320  3.20000E+00 -9.98295E-01 -5.83741E-02
  330  3.30000E+00 -9.87480E-01 -1.57746E-01
  340  3.40000E+00 -9.66798E-01 -2.55541E-01
  350  3.50000E+00 -9.36457E-01 -3.50783E-01
  360  3.60000E+00 -8.96758E-01 -4.42520E-01
  370  3.70000E+00 -8.48100E-01 -5.29836E-01
  380  3.80000E+00 -7.90968E-01 -6.11858E-01
  390  3.90000E+00 -7.25932E-01 -6.87766E-01
  400  4.00000E+00 -6.53644E-01 -7.56802E-01
  410  4.10000E+00 -5.74824E-01 -8.18277E-01
  420  4.20000E+00 -4.90261E-01 -8.71576E-01
  430  4.30000E+00 -4.00799E-01 -9.16166E-01
  440  4.40000E+00 -3.07333E-01 -9.51602E-01
  450  4.50000E+00 -2.10796E-01 -9.77530E-01
  460  4.60000E+00 -1.12153E-01 -9.93691E-01
  470  4.70000E+00 -1.23887E-02 -9.99923E-01
  480  4.80000E+00  8.74990E-02 -9.96165E-01
  490  4.90000E+00  1.86512E-01 -9.82453E-01
  500  5.00000E+00  2.83662E-01 -9.58924E-01
  510  5.10000E+00  3.77978E-01 -9.25815E-01
  520  5.20000E+00  4.68517E-01 -8.83455E-01
  530  5.30000E+00  5.54374E-01 -8.32267E-01
  540  5.40000E+00  6.34693E-01 -7.72764E-01
  550  5.50000E+00  7.08670E-01 -7.05540E-01
  560  5.60000E+00  7.75566E-01 -6.31267E-01
  570  5.70000E+00  8.34713E-01 -5.50686E-01
  580  5.80000E+00  8.85520E-01 -4.64602E-01
  590  5.90000E+00  9.27478E-01 -3.73877E-01
  600  6.00000E+00  9.60170E-01 -2.79415E-01
  610  6.10000E+00  9.83268E-01 -1.82163E-01
  620  6.20000E+00  9.96542E-01 -8.30894E-02
  630  6.30000E+00  9.99859E-01  1.68139E-02
  640  6.40000E+00  9.93185E-01  1.16549E-01
  650  6.50000E+00  9.76588E-01  2.15120E-01
  660  6.60000E+00  9.50233E-01  3.11541E-01
  670  6.70000E+00  9.14383E-01  4.04850E-01
  680  6.80000E+00  8.69397E-01  4.94113E-01
  690  6.90000E+00  8.15725E-01  5.78440E-01
  700  7.00000E+00  7.53902E-01  6.56987E-01
  710  7.10000E+00  6.84547E-01  7.28969E-01
  720  7.20000E+00  6.08351E-01  7.93668E-01
  730  7.30000E+00  5.26078E-01  8.50437E-01
  740  7.40000E+00  4.38547E-01  8.98708E-01
  750  7.50000E+00  3.46635E-01  9.38000E-01
  760  7.60000E+00  2.51260E-01  9.67920E-01
  770  7.70000E+00  1.53374E-01  9.88168E-01
  780  7.80000E+00  5.39554E-02  9.98543E-01
  790  7.90000E+00 -4.60021E-02  9.98941E-01
  800  8.00000E+00 -1.45500E-01  9.89358E-01
  810  8.10000E+00 -2.43544E-01  9.69890E-01
