0.000000e+00, -9.858807e-05, -1.963248e-04, -2.923609e-04, -3.858519e-04, -4.759605e-04, -5.618609e-04, -6.427425e-04, -7.178157e-04, -7.863183e-04, -8.475230e-04, -9.007459e-04, -9.453555e-04, -9.807830e-04, -1.006533e-03, -1.022193e-03, -1.027444e-03, -1.022072e-03, -1.005973e-03, -9.791657e-04, -9.417920e-04, -8.941247e-04, -8.365675e-04, -7.696553e-04, -6.940501e-04, -6.105361e-04, -5.200104e-04, -4.234731e-04, -3.220133e-04, -2.167943e-04, -1.090367e-04, 6.914017e-310
0.000000e+00, 1.011585e-01, 2.012789e-01, 2.993339e-01, 3.943173e-01, 4.852544e-01, 5.712120e-01, 6.513082e-01, 7.247210e-01, 7.906971e-01, 8.485595e-01, 8.977145e-01, 9.376576e-01, 9.679790e-01, 9.883677e-01, 9.986143e-01, 9.986138e-01, 9.883661e-01, 9.679765e-01, 9.376542e-01, 8.977104e-01, 8.485548e-01, 7.906921e-01, 7.247158e-01, 6.513031e-01, 5.712072e-01, 4.852500e-01, 3.943135e-01, 2.993309e-01, 2.012768e-01, 1.011574e-01, 1.224647e-16
0.000000e+00, -1.971686e-04, -3.926344e-04, -5.846990e-04, -7.716733e-04, -9.518830e-04, -1.123676e-03, -1.285432e-03, -1.435571e-03, -1.572569e-03, -1.694971e-03, -1.801410e-03, -1.890623e-03, -1.961472e-03, -2.012967e-03, -2.044282e-03, -2.054781e-03, -2.044035e-03, -2.011837e-03, -1.958222e-03, -1.883477e-03, -1.788145e-03, -1.673036e-03, -1.539218e-03, -1.388015e-03, -1.220997e-03, -1.039956e-03, -8.468927e-04, -6.439855e-04, -4.335608e-04, -2.180594e-04, 6.914017e-310
0.000000e+00, 1.011387e-01, 2.012396e-01, 2.992754e-01, 3.942401e-01, 4.851592e-01, 5.710997e-01, 6.511797e-01, 7.245774e-01, 7.905398e-01, 8.483900e-01, 8.975343e-01, 9.374685e-01, 9.677829e-01, 9.881664e-01, 9.984099e-01, 9.984083e-01, 9.881617e-01, 9.677753e-01, 9.374584e-01, 8.975220e-01, 8.483760e-01, 7.905248e-01, 7.245619e-01, 6.511643e-01, 5.710851e-01, 4.851460e-01, 3.942288e-01, 2.992665e-01, 2.012335e-01, 1.011356e-01, 1.224647e-16
0.000000e+00, -2.957339e-04, -5.889136e-04, -8.769916e-04, -1.157434e-03, -1.427729e-03, -1.685400e-03, -1.928014e-03, -2.153204e-03, -2.358683e-03, -2.542268e-03, -2.701910e-03, -2.835713e-03, -2.941973e-03, -3.019202e-03, -3.066165e-03, -3.081906e-03, -3.065780e-03, -3.017482e-03, -2.937061e-03, -2.824947e-03, -2.681959e-03, -2.509307e-03, -2.308595e-03, -2.081811e-03, -1.831306e-03, -1.559771e-03, -1.270205e-03, -9.658758e-04, -6.502719e-04, -3.270541e-04, 6.914017e-310
0.000000e+00, 1.011092e-01, 2.011807e-01, 2.991877e-01, 3.941244e-01, 4.850164e-01, 5.709311e-01, 6.509869e-01, 7.243621e-01, 7.903040e-01, 8.481358e-01, 8.972641e-01, 9.371850e-01, 9.674887e-01, 9.878645e-01, 9.981032e-01, 9.981001e-01, 9.878551e-01, 9.674736e-01, 9.371647e-01, 8.972395e-01, 8.481078e-01, 7.902738e-01, 7.243310e-01, 6.509561e-01, 5.709019e-01, 4.849900e-01, 3.941018e-01, 2.991699e-01, 2.011685e-01, 1.011029e-01, 1.224647e-16
0.000000e+00, -3.942765e-04, -7.851474e-04, -1.169216e-03, -1.543103e-03, -1.903462e-03, -2.246987e-03, -2.570437e-03, -2.870655e-03, -3.144592e-03, -3.389340e-03, -3.602164e-03, -3.780539e-03, -3.922192e-03, -4.025141e-03, -4.087738e-03, -4.108711e-03, -4.087200e-03, -4.022798e-03, -3.915572e-03, -3.766096e-03, -3.575460e-03, -3.345280e-03, -3.077695e-03, -2.775353e-03, -2.441389e-03, -2.079391e-03, -1.693357e-03, -1.287643e-03, -8.668997e-04, -4.360069e-04, 6.914017e-310
0.000000e+00, 1.010697e-01, 2.011022e-01, 2.990708e-01, 3.939700e-01, 4.848261e-01, 5.707064e-01, 6.507298e-01, 7.240751e-01, 7.899895e-01, 8.477968e-01, 8.969039e-01, 9.368069e-01, 9.670965e-01, 9.874619e-01, 9.976945e-01, 9.976892e-01, 9.874464e-01, 9.670713e-01, 9.367731e-01, 8.968629e-01, 8.477503e-01, 7.899393e-01, 7.240233e-01, 6.506786e-01, 5.706578e-01, 4.847820e-01, 3.939325e-01, 2.990412e-01, 2.010818e-01, 1.010593e-01, 1.224647e-16
0.000000e+00, -4.927888e-04, -9.813206e-04, -1.461349e-03, -1.928651e-03, -2.379042e-03, -2.808391e-03, -3.212647e-03, -3.587864e-03, -3.930230e-03, -4.236111e-03, -4.502090e-03, -4.725012e-03, -4.902035e-03, -5.030683e-03, -5.108898e-03, -5.135090e-03, -5.108186e-03, -5.027676e-03, -4.893648e-03, -4.706817e-03, -4.468547e-03, -4.180858e-03, -3.846425e-03, -3.468555e-03, -3.051169e-03, -2.598750e-03, -2.116295e-03, -1.609247e-03, -1.083417e-03, -5.449037e-04, 6.914017e-310
0.000000e+00, 1.010205e-01, 2.010041e-01, 2.989247e-01, 3.937772e-01, 4.845882e-01, 5.704256e-01, 6.504086e-01, 7.237163e-01, 7.895965e-01, 8.473732e-01, 8.964537e-01, 9.363344e-01, 9.666063e-01, 9.869589e-01, 9.971836e-01, 9.971757e-01, 9.869356e-01, 9.665685e-01, 9.362838e-01, 8.963922e-01, 8.473034e-01, 7.895212e-01, 7.236386e-01, 6.503317e-01, 5.703527e-01, 4.845222e-01, 3.937208e-01, 2.988802e-01, 2.009734e-01, 1.010048e-01, 1.224647e-16
