0.000000e+00, 5.000000e-01, 0.000000e+00, 0.000000e+00, 1.732051e+00, -5.000000e-01, 
0.000000e+00, 5.000000e-01, 1.732051e-02, -3.992811e-02, 1.730668e+00, -5.003987e-01, 
1.000000e-02, 4.996007e-01, 3.462718e-02, -7.970510e-02, 1.727911e+00, -5.007938e-01, 
2.000000e-02, 4.988037e-01, 5.190629e-02, -1.192531e-01, 1.723795e+00, -5.011836e-01, 
3.000000e-02, 4.976111e-01, 6.914424e-02, -1.584960e-01, 1.718342e+00, -5.015666e-01, 
4.000000e-02, 4.960262e-01, 8.632767e-02, -1.973604e-01, 1.711578e+00, -5.019411e-01, 
5.000000e-02, 4.940526e-01, 1.034435e-01, -2.357757e-01, 1.703535e+00, -5.023057e-01, 
6.000000e-02, 4.916948e-01, 1.204788e-01, -2.736745e-01, 1.694249e+00, -5.026591e-01, 
7.000000e-02, 4.889581e-01, 1.374213e-01, -3.109937e-01, 1.683760e+00, -5.030000e-01, 
8.000000e-02, 4.858481e-01, 1.542589e-01, -3.476738e-01, 1.672114e+00, -5.033274e-01, 
9.000000e-02, 4.823714e-01, 1.709800e-01, -3.836601e-01, 1.659359e+00, -5.036404e-01, 
1.000000e-01, 4.785348e-01, 1.875736e-01, -4.189025e-01, 1.645545e+00, -5.039382e-01, 
1.100000e-01, 4.743458e-01, 2.040291e-01, -4.533555e-01, 1.630725e+00, -5.042201e-01, 
1.200000e-01, 4.698122e-01, 2.203363e-01, -4.869787e-01, 1.614957e+00, -5.044856e-01, 
1.300000e-01, 4.649424e-01, 2.364859e-01, -5.197364e-01, 1.598295e+00, -5.047344e-01, 
1.400000e-01, 4.597451e-01, 2.524688e-01, -5.515979e-01, 1.580798e+00, -5.049662e-01, 
1.500000e-01, 4.542291e-01, 2.682768e-01, -5.825374e-01, 1.562525e+00, -5.051810e-01, 
1.600000e-01, 4.484037e-01, 2.839021e-01, -6.125337e-01, 1.543533e+00, -5.053787e-01, 
1.700000e-01, 4.422784e-01, 2.993374e-01, -6.415700e-01, 1.523881e+00, -5.055596e-01, 
